playerID,W,L,G,GS,CG,SHO,SV,H,ER,HR,BB,SO,WP,HBP,R,IP,Win Percentage,Strikeout to Walk,WHIP,ERA
agostju01,40,33,543,2,0,0,29,639,279,30,248,307,21,30.0,313,626.3333333333334,0.547945205479452,1.2379032258064515,1.4161788185204895,4.0090473656200105
agrazda01,4,5,15,14,0,0,0,82,40,15,18,41,0,10.0,43,73.33333333333333,0.4444444444444444,2.2777777777777777,1.3636363636363638,4.90909090909091
aguilri01,86,81,732,89,10,0,318,1233,512,138,351,1030,53,36.0,568,1291.3333333333333,0.5149700598802395,2.9344729344729346,1.2266391326794013,3.5684047496128035
aguirha01,75,72,447,149,44,9,33,1216,496,123,479,856,35,47.0,562,1375.6666666666667,0.5102040816326531,1.7870563674321502,1.2321298764235522,3.2449721347225586
ainswku01,6,8,29,22,0,0,0,136,73,16,61,90,7,8.0,78,126.66666666666667,0.42857142857142855,1.4754098360655739,1.5552631578947367,5.186842105263158
aitchra01,12,12,34,22,10,3,0,193,69,7,67,101,9,5.0,98,206.33333333333334,0.5,1.507462686567164,1.2600969305331178,3.009693053311793
akerfda01,9,10,125,13,1,0,3,216,132,36,127,129,21,13.0,146,233.66666666666666,0.47368421052631576,1.015748031496063,1.4679029957203995,5.084165477888731
akerja01,47,45,495,0,0,0,123,679,272,64,274,404,13,40.0,312,746.0,0.5108695652173914,1.4744525547445255,1.2774798927613942,3.281501340482574
akinke01,1,2,8,6,0,0,0,27,13,3,10,35,0,1.0,17,25.666666666666668,0.3333333333333333,3.5,1.4415584415584415,4.558441558441558
albaljo01,6,3,66,0,0,0,0,77,37,10,32,56,0,7.0,40,76.66666666666667,0.6666666666666666,1.75,1.4217391304347826,4.343478260869565
alberan01,7,6,26,18,1,1,1,135,55,18,25,79,2,4.0,73,120.66666666666667,0.5384615384615384,3.16,1.3259668508287292,4.102209944751381
alberma01,47,48,616,24,0,0,7,751,367,87,314,571,29,35.0,399,759.0,0.49473684210526314,1.8184713375796178,1.4031620553359683,4.351778656126482
albural01,17,8,264,0,0,0,1,187,86,17,135,291,20,8.0,88,245.0,0.68,2.1555555555555554,1.3142857142857143,3.1591836734693874
alburvi01,18,17,101,37,6,1,1,338,170,36,220,193,21,12.0,194,372.6666666666667,0.5142857142857142,0.8772727272727273,1.4973166368515205,4.105545617173524
alcaljo01,2,1,18,0,0,0,0,22,7,3,9,28,1,0.0,8,25.666666666666668,0.6666666666666666,3.111111111111111,1.2077922077922076,2.454545454545454
alcalsa01,14,11,68,33,3,1,2,257,132,25,121,140,9,6.0,138,249.33333333333334,0.56,1.1570247933884297,1.516042780748663,4.764705882352941
alcanra01,2,5,13,9,0,0,0,53,37,14,16,26,1,7.0,39,46.333333333333336,0.2857142857142857,1.625,1.489208633093525,7.187050359712229
alcansa01,11,19,53,45,2,2,0,248,116,32,125,230,5,11.0,135,281.6666666666667,0.36666666666666664,1.84,1.3242603550295857,3.7065088757396447
alcanvi01,4,3,79,0,0,0,0,82,38,14,25,50,6,4.0,40,80.0,0.5714285714285714,2.0,1.3375,4.2749999999999995
aldresc01,20,39,229,67,1,0,1,581,334,78,230,312,30,19.0,356,499.6666666666667,0.3389830508474576,1.3565217391304347,1.6230820547031353,6.016010673782521
aldrija01,6,5,62,0,0,0,2,119,57,12,39,46,3,3.0,62,108.66666666666667,0.5454545454545454,1.1794871794871795,1.4539877300613497,4.720858895705521
aldrivi01,97,80,248,205,102,8,6,1671,668,87,512,526,24,39.0,785,1600.6666666666667,0.5480225988700564,1.02734375,1.3638067471886712,3.755935027072053
alexado01,194,174,561,464,98,18,3,3376,1406,324,978,1528,74,53.0,1541,3367.6666666666665,0.5271739130434783,1.5623721881390593,1.292883301989508,3.7574977729387316
alexage01,6,3,36,11,0,0,0,112,63,12,54,59,3,4.0,67,98.0,0.6666666666666666,1.0925925925925926,1.6938775510204083,5.7857142857142865
alexape01,373,208,696,599,437,90,32,4868,1476,164,951,2198,39,70.0,1851,5190.0,0.6419965576592083,2.3112513144058884,1.121194605009634,2.5595375722543356
alexasc01,12,7,193,1,0,0,7,174,67,12,81,152,6,4.0,74,189.66666666666666,0.631578947368421,1.876543209876543,1.344463971880492,3.179261862917399
alexaty01,3,7,27,10,0,0,0,107,45,17,16,81,1,6.0,46,90.0,0.3,5.0625,1.3666666666666667,4.5
